text,label,source,source_label,mapping_confidence,is_event_specific
"Hello, I wanted to get some more information about ATM Withdraw Fee. I have been withdrawing money for years and notice this charge on my account. I always thought it was no fee since its you guys ATM company that I am withdrawing. Can you please explain?",pricing_request,hf_banking77,cash_withdrawal_charge,public_mapped_medium,False
Can your team handle a engagement on July 20?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
I want to talk to the owner directly.,human_escalation,eventsense_event_templates,human_escalation,event_specific_template,True
can uhelp me to buy some items,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
Do you manage guest seating arrangements?,service_question,eventsense_extra_manual_examples,service_question,event_specific_manual,True
please find a flight from st. petersburg to miami on thursday,availability_question,hf_atis,flight,weak_domain_mapped,False
"I have previously disputed with XXXX XXXX and equifax on XX/XX/2022 regarding certain accounts which I found inaccurate. Up to date, I have recieved no response nor proof that they are doing proper investigation with my dispute. They ignored my rights to obtain an accurate credit report. They're non compliant to FCRA. These erroneous reports badly hurt my credibility. I'm certain that my rights as a consumer protected under the law have been violated by this inaccurate information.",complaint,hf_hpe_customer_complaints,"incorrect information on your report information belongs to someone else credit reporting, credit repair services, or ot",public_mapped_high,False
helpme speaking with somebody,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
"These accounts do not belong to me, please block and remove according to 15 USC 1681c-2.",complaint,hf_hpe_customer_complaints,"incorrect information on your report information belongs to someone else credit reporting, credit repair services, or ot",public_mapped_high,False
seeing cancellation fees,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
is it possible to check the early termination charges,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
On the way to office da..,other,hf_sms_spam_collection,ham,other_spam_noise,False
"ARS piece of paper did not contain all FIVE requirements pursuant to 15 USC 1692g which states : ( 1 ) the amount of the debt ; ( 2 ) the name of the creditor to whom the debt is owed ; ( 3 ) a statement that unless the consumer, within thirty days after receipt of the notice, disputes the validity of the debt, or any portion thereof, the debt will be assumed to be valid by the debt collector ; ( 4 ) a statement that if the consumer notifies the debt collector in writing within the thirty-day period that the debt, or any portion thereof, is disputed, the debt collector will obtain verification of the debt or a copy of a judgment against the consumer and a copy of such verification judgment will be mailed to the consumer by the debt collector ; and a ( 5 ) a statement that, upon the consumers written request within the thirty-day period, the debt collector will provide the consumer with the name and address of the original creditor, if different from the current creditor. ARS did not mention 3, 4, nor 5. Thats a violation and ARS owe me another {$1000.00} according to 15 USC 1692k civil liability. If ARS had the power to validate or verify anything, they wouldnt be mailing me a pointless piece of paper. Which, by the way, the law does not mention a bill or a statement as validation or verification. ARS have yet to tell me who originated this credit. I still do not owe this alleged debt. ARS also is committing mail fraud according to 18 USC 1341. I did not give my consent for ARS to communicate with me and Ive been attached a cease & desist letter. Thats another violation pursuant to 15 USC 1692c. I am attaching an invoice and I expect my check in the mail. ARS has 30 days. Youre on notice.",complaint,hf_hpe_customer_complaints,attempts to collect debt not owed debt is not yours debt collection   ,public_mapped_high,False
please list fares for all the flights from atlanta to philadelphia on august the first,pricing_request,hf_atis,airfare,weak_domain_mapped,False
help me adding some products to order,urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
Where can I use this card at an ATM?,service_question,hf_banking77,atm_support,public_mapped_medium,False
I mised a product in purchase,urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
i dont know what i need to do to speak with a live agent,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
"The collection put a debt on my credit report which does not belong to me. It is a medical bill which belong to a child. When I called the company regarding the debt they told me I had to find out the information for the child in question and give it to them or that they would continue to report it as my debt. I told them I did not know anything about the child in question. I only knew the child 's name because one of their nicer creditors told me. I called the hospital in question regarding the debt and they said, clearly the debt do not belong to me and they have no record of any debt for me. When I called the collection agency back and informed them what the hospital stated, they said I had to send them in writing a letter disputing the debt which I did. They intern, sent me back a response stating "" due to the concerns outlined in the letter I sent, their office has reviewed the account. According to your dispute, the account in question does not belong to you. In order to complete our investigation and resolve this matter, we need your assistance. Please provide this office with a copy of your Driver 's license/Identification Card and Social Security XXXX so we can verify your identity. Am I suppose to send them these documents. They used my SSN when they placed this debt on my credit report. I have been a victom of identity fraud before and am not comfortable with sending my documents through the mail. Why ca n't they just remove the information if they know that it is not accurate. North Carolina Permit # XXXX The company is Syndicated Office Systems , Inc. dba Central Financial Control Inc XXXX XXXX XXXX XXXX. XXXX, CA. They listed this same debt three times on my credit reports under both company 's name Please advise on sending personal identification to collection agency for the purpose of removing debt that does not belong to me. Thanks for your assistance.",complaint,hf_hpe_customer_complaints,cont'd attempts collect debt not owed debt is not mine debt collection   ,public_mapped_high,False
